DEBUG 2024-05-10 19:36:15,401 views 59769 6170062848 logged in
DEBUG 2024-05-17 17:19:08,129 views 9563 6227652608 Error logging in
DEBUG 2024-05-17 17:20:18,740 views 9706 6189363200 Error logging in
DEBUG 2024-05-17 17:20:19,960 views 9706 6189363200 Error logging in
DEBUG 2024-05-17 17:20:42,261 views 9726 6194081792 Error logging in
DEBUG 2024-05-17 17:20:43,629 views 9726 6194081792 Error logging in
DEBUG 2024-05-17 17:20:45,309 views 9726 6194081792 Error logging in
DEBUG 2024-05-17 17:22:39,932 views 9744 6204092416 Error logging in
DEBUG 2024-05-17 17:23:00,916 views 9790 6232109056 Error logging in
DEBUG 2024-05-17 17:23:23,988 views 9806 6201176064 Error logging in
DEBUG 2024-05-17 17:23:33,018 views 9806 6201176064 Error logging in
DEBUG 2024-05-17 17:23:34,050 views 9806 6201176064 Error logging in
DEBUG 2024-05-17 17:23:34,962 views 9806 6201176064 Error logging in
DEBUG 2024-05-17 17:24:17,568 views 9806 6201176064 Error logging in
DEBUG 2024-05-17 17:26:15,167 views 9841 6201831424 User logged in
DEBUG 2024-05-17 17:28:51,989 views 9841 6201831424 User logged in
DEBUG 2024-05-17 17:30:33,648 views 9841 6201831424 User logged in
DEBUG 2024-05-17 17:31:43,461 views 10058 6227734528 User logged in
DEBUG 2024-05-17 17:32:58,072 views 10107 6238760960 User logged in
DEBUG 2024-05-17 17:33:39,477 views 10143 6191689728 User logged in
DEBUG 2024-05-18 14:31:42,050 views 12196 6122205184 Error logging in
DEBUG 2024-05-18 14:31:49,200 views 12196 6122205184 Error logging in
DEBUG 2024-05-18 14:36:49,945 views 12375 6189641728 Attempting login for username: admin
DEBUG 2024-05-18 14:37:49,560 views 12416 6162558976 Attempting login for username: admin
DEBUG 2024-05-18 14:37:50,553 views 12416 6162558976 Attempting login for username: admin
DEBUG 2024-05-18 14:39:49,933 views 12472 6133018624 Attempting login for username: admin
DEBUG 2024-05-18 14:41:44,132 views 12598 6155481088 Attempting login for username: admin
DEBUG 2024-05-18 14:46:06,327 views 12764 6161444864 Attempting login for username: admin
DEBUG 2024-05-18 14:46:06,749 views 12764 6161444864 User logged in
DEBUG 2024-05-18 14:46:28,157 views 12764 6178271232 Attempting login for username: admin
DEBUG 2024-05-18 14:46:28,396 views 12764 6178271232 User logged in
DEBUG 2024-05-18 15:00:47,306 views 13086 6169915392 Attempting login for username: admin
DEBUG 2024-05-18 15:00:47,566 views 13086 6169915392 User logged in
DEBUG 2024-05-18 15:03:48,655 views 13120 6166065152 Attempting login for username: admin
DEBUG 2024-05-18 15:03:49,080 views 13120 6166065152 User logged in
DEBUG 2024-05-18 15:08:22,569 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 15:08:22,919 views 13120 6182891520 User logged in
DEBUG 2024-05-18 15:10:41,022 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 15:10:41,376 views 13120 6182891520 Error logging in
DEBUG 2024-05-18 15:10:55,967 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 15:10:56,348 views 13120 6182891520 Error logging in
DEBUG 2024-05-18 15:11:02,948 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 15:11:03,295 views 13120 6182891520 User logged in
DEBUG 2024-05-18 16:31:26,096 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 16:31:26,451 views 13120 6182891520 User logged in
DEBUG 2024-05-18 16:36:16,008 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 16:36:16,360 views 13120 6182891520 User logged in
DEBUG 2024-05-18 16:36:55,299 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 16:36:55,654 views 13120 6182891520 User logged in
DEBUG 2024-05-18 16:42:04,214 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 16:42:04,570 views 13120 6182891520 User logged in
DEBUG 2024-05-18 16:42:17,231 views 13120 6182891520 Attempting login for username: admin
DEBUG 2024-05-18 16:42:17,586 views 13120 6182891520 User logged in
DEBUG 2024-06-04 14:41:01,383 views 1494 6165377024 Attempting login for username: admin
DEBUG 2024-06-04 14:41:01,706 views 1494 6165377024 User logged in
DEBUG 2024-06-04 14:48:18,114 views 1494 6165377024 Attempting login for username: admin
DEBUG 2024-06-04 14:48:18,391 views 1494 6165377024 User logged in
DEBUG 2024-06-04 14:51:30,745 views 1494 6325039104 Attempting login for username: admin
DEBUG 2024-06-04 14:51:30,995 views 1494 6325039104 Error logging in
DEBUG 2024-06-04 14:52:01,695 views 1494 6325039104 Attempting login for username: admin
DEBUG 2024-06-04 14:52:01,950 views 1494 6325039104 Error logging in
DEBUG 2024-06-04 14:52:31,669 views 1494 6325039104 Attempting login for username: admin
DEBUG 2024-06-04 14:52:31,929 views 1494 6325039104 User logged in
DEBUG 2024-06-04 14:55:39,334 views 1952 6165164032 Attempting login for username: admin
DEBUG 2024-06-04 14:55:39,654 views 1952 6165164032 User logged in
DEBUG 2024-06-04 15:10:22,471 views 2264 6162706432 Attempting login for username: admin
DEBUG 2024-06-04 15:10:22,776 views 2264 6162706432 admin logged in
DEBUG 2024-06-04 15:10:39,908 views 2264 6162706432 Attempting login for username: admin
DEBUG 2024-06-04 15:10:40,183 views 2264 6162706432 admin logged in
DEBUG 2024-06-04 16:02:39,305 views 3452 6164393984 Attempting login for username: admin
DEBUG 2024-06-04 16:02:39,628 views 3452 6164393984 admin logged in
DEBUG 2024-06-04 17:29:30,799 views 4513 6161592320 Attempting login for username: admin
DEBUG 2024-06-04 17:29:31,072 views 4513 6161592320 admin logged in
DEBUG 2024-06-05 11:32:13,404 views 7719 6174846976 Attempting login for username: admin
DEBUG 2024-06-05 11:32:13,599 views 7719 6174846976 admin logged in
DEBUG 2024-06-05 12:35:33,971 views 8642 6204420096 Attempting login for username: admin
DEBUG 2024-06-05 12:35:34,165 views 8642 6204420096 admin logged in
DEBUG 2024-06-05 12:39:34,634 views 8796 6159314944 Attempting login for username: admin
DEBUG 2024-06-05 12:39:34,852 views 8796 6159314944 admin logged in
DEBUG 2024-06-05 12:43:49,435 views 8894 6190821376 Attempting login for username: admin
DEBUG 2024-06-05 12:43:49,656 views 8894 6190821376 admin logged in
DEBUG 2024-06-05 12:57:35,889 views 9010 6169440256 Attempting login for username: admin
DEBUG 2024-06-05 12:57:36,103 views 9010 6169440256 admin logged in
DEBUG 2024-06-05 13:02:07,386 views 9146 6185758720 Attempting login for username: admin
DEBUG 2024-06-05 13:02:07,578 views 9146 6185758720 admin logged in
DEBUG 2024-06-05 13:05:31,673 views 9271 6122450944 Attempting login for username: admin
DEBUG 2024-06-05 13:05:31,884 views 9271 6122450944 admin logged in
DEBUG 2024-06-05 13:19:39,260 views 9625 6137606144 Attempting login for username: admin
DEBUG 2024-06-05 13:19:39,450 views 9625 6137606144 admin logged in
DEBUG 2024-06-05 16:36:10,136 views 11619 6158397440 Attempting login for username: admin
DEBUG 2024-06-05 16:36:10,410 views 11619 6158397440 admin logged in
DEBUG 2024-06-05 18:42:08,246 views 15036 6280212480 Attempting login for username: admin
DEBUG 2024-06-05 18:42:08,519 views 15036 6280212480 admin logged in
DEBUG 2024-06-07 19:40:39,930 views_data 9350 6122401792 expense not added
DEBUG 2024-06-07 19:40:47,046 views_data 9350 6122401792 expense not added
DEBUG 2024-06-07 19:41:14,414 views_data 9350 6156054528 expense not added
DEBUG 2024-06-07 19:42:17,178 views_data 9417 6171815936 expense not added
DEBUG 2024-06-07 19:42:20,276 views_data 9417 6171815936 expense not added
DEBUG 2024-06-07 19:42:36,647 views_data 9417 6171815936 expense not added
DEBUG 2024-06-07 19:47:32,315 views_data 9467 6124433408 expense not added
DEBUG 2024-06-07 19:48:07,715 views_data 9505 6169980928 expense not added
DEBUG 2024-06-07 19:50:00,202 views_data 9581 6188724224 expense not added
DEBUG 2024-06-07 19:50:34,216 views_data 9608 6164869120 expense not added
DEBUG 2024-06-07 19:50:50,857 views_data 9608 6164869120 expense not added
DEBUG 2024-06-07 19:52:19,618 views_data 9658 6171226112 expense not added
DEBUG 2024-06-08 12:34:04,936 views_data 12142 6204977152 expense not added
DEBUG 2024-06-08 12:36:55,203 views_data 12179 6125711360 expense not added
DEBUG 2024-06-08 12:37:13,646 views_data 12179 6142537728 expense not added
DEBUG 2024-06-08 12:39:37,471 views_data 12179 6125711360 expense not added
DEBUG 2024-06-08 12:45:42,644 views_data 12179 6142537728 expense not added
DEBUG 2024-06-08 12:46:03,957 views_data 12309 6130462720 expense not added
DEBUG 2024-06-08 12:46:53,467 views_data 12309 6130462720 expense not added
DEBUG 2024-06-08 12:47:57,301 views_data 12345 6164541440 expense not added
DEBUG 2024-06-08 12:50:59,818 views_data 12457 6189264896 expense not added
DEBUG 2024-06-08 12:53:35,541 views_data 12483 6128955392 expense not added
DEBUG 2024-06-08 12:53:50,874 views_data 12483 6128955392 expense not added
DEBUG 2024-06-08 13:03:25,560 views_data 12639 6247460864 Expense not added: 'AnonymousUser' object has no attribute 'family'
DEBUG 2024-06-08 13:07:35,826 views 12743 6190952448 Attempting login for username: admin
DEBUG 2024-06-08 13:07:36,020 views 12743 6190952448 admin logged in
DEBUG 2024-06-08 13:20:42,143 views_data 12946 6133297152 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-08 13:24:36,323 views_data 12977 6223081472 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-08 13:25:14,178 views_data 13014 6193328128 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-08 13:25:56,339 views_data 13041 6134034432 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-08 13:26:07,257 views_data 13041 6150860800 Expense not added: Expecting value: line 1 column 1 (char 0)
DEBUG 2024-06-08 13:50:34,554 views_data 13213 6139129856 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-08 13:51:19,106 views_data 13281 6126546944 Expense not added: Cannot resolve keyword 'id' into field. Choices are: CreditCard, created_at, debts, expenses, family_id, family_name, members, revenue, savings, updated_at
DEBUG 2024-06-08 13:51:21,869 views_data 13281 6126546944 Expense not added: Cannot resolve keyword 'id' into field. Choices are: CreditCard, created_at, debts, expenses, family_id, family_name, members, revenue, savings, updated_at
DEBUG 2024-06-08 13:52:36,358 views_data 13310 6215217152 Expense not added: Cannot resolve keyword 'id' into field. Choices are: CreditCard, created_at, debts, expenses, family_id, family_name, members, revenue, savings, updated_at
DEBUG 2024-06-08 13:53:35,524 views_data 13337 6126481408 Expense not added: Cannot resolve keyword 'id' into field. Choices are: CreditCard, created_at, debts, expenses, family_id, family_name, members, revenue, savings, updated_at
DEBUG 2024-06-08 13:53:39,045 views_data 13337 6126481408 Expense not added: Cannot resolve keyword 'id' into field. Choices are: CreditCard, created_at, debts, expenses, family_id, family_name, members, revenue, savings, updated_at
DEBUG 2024-06-08 14:00:49,194 views_data 13404 6125170688 Expense not added: Cannot resolve keyword 'id' into field. Choices are: CreditCard, created_at, debts, expenses, family_id, family_name, members, revenue, savings, updated_at
DEBUG 2024-06-08 14:04:04,597 views_data 13491 6178336768 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:06:07,605 views_data 13532 6152712192 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:07:22,012 views_data 13554 6216364032 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:08:12,668 views_data 13554 6199537664 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:08:34,834 views_data 13554 6216364032 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:15:26,782 views_data 13554 6216364032 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:17:25,662 views_data 13554 6199537664 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:21:17,367 views_data 13554 6199537664 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:21:34,562 views_data 13554 6199537664 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:23:08,910 views_data 13884 6161952768 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 14:23:14,427 views_data 13884 6161952768 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 17:26:53,196 views 15983 6193442816 Attempting login for username: ffd
DEBUG 2024-06-08 17:26:53,202 views 15983 6193442816 No user found
DEBUG 2024-06-08 17:27:00,990 views 15983 6193442816 Attempting login for username: admin
DEBUG 2024-06-08 17:27:01,262 views 15983 6193442816 Error logging in
DEBUG 2024-06-08 17:27:09,843 views 15983 6193442816 Attempting login for username: admin
DEBUG 2024-06-08 17:27:10,120 views 15983 6193442816 admin logged in
DEBUG 2024-06-08 19:18:59,346 views_data 19697 6248165376 Expense not added: module 'datetime' has no attribute 'strptime'
DEBUG 2024-06-08 19:25:29,299 views_data 19861 6202159104 Expense not added: name 'date_obj' is not defined
DEBUG 2024-06-08 19:25:45,138 views_data 19877 6168834048 Expense not added: time data '' does not match format '%Y-%m-%dT%H:%M:%S'
DEBUG 2024-06-08 19:35:49,590 views_data 19884 6205714432 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-08 19:37:11,930 views_data 20061 6133198848 Expense not added: name 'date_obj' is not defined
DEBUG 2024-06-08 19:38:02,515 views_data 20080 6156496896 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-08 19:39:25,632 views_data 20112 6192099328 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:22:18,701 views_data 27040 6295465984 Expense not added: Expecting value: line 1 column 1 (char 0)
DEBUG 2024-06-09 13:23:04,163 views_data 27040 6295465984 Expense not added: Expecting value: line 1 column 1 (char 0)
DEBUG 2024-06-09 13:23:33,101 views_data 27040 6261813248 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:23:53,884 views_data 27040 6261813248 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:24:28,619 views_data 27040 6261813248 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:28:51,483 views_data 27242 6193213440 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:42:08,754 views_data 27487 6201061376 Expense not added: Cannot assign "<django.contrib.auth.models.AnonymousUser object at 0x103d32ed0>": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:42:12,686 views_data 27487 6201061376 Expense not added: Cannot assign "<django.contrib.auth.models.AnonymousUser object at 0x103d0cb90>": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 13:44:13,334 views_data 27508 6167146496 Expense not added: Cannot assign "UUID('d968d621-2fa6-4131-95e6-ac3120bfa067')": "Expenses.family_id" must be a "Family" instance.
DEBUG 2024-06-09 13:45:46,657 views_data 27538 6124777472 Expense not added: Cannot assign "'Visa'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-09 13:47:27,836 views_data 27566 6133460992 Expense not added: Expenses() got unexpected keyword arguments: 'user', 'family'
DEBUG 2024-06-09 13:51:48,688 views_data 27660 6202372096 Expense not added: 'Family' object has no attribute 'id'
DEBUG 2024-06-09 13:52:10,818 views_data 27678 6197424128 Expense not added: Cannot assign "UUID('d968d621-2fa6-4131-95e6-ac3120bfa067')": "Expenses.family_id" must be a "Family" instance.
DEBUG 2024-06-09 13:53:43,523 views_data 27702 6123335680 Expense not added: NOT NULL constraint failed: backend_expenses.user_id_id
DEBUG 2024-06-09 13:54:25,980 views_data 27715 6198177792 Expense not added: Cannot assign "<django.contrib.auth.models.AnonymousUser object at 0x104026990>": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-09 14:03:50,150 views 27772 6168948736 Attempting login for username: admin
DEBUG 2024-06-09 14:03:50,465 views 27772 6168948736 admin logged in
DEBUG 2024-06-09 14:06:09,091 views 27772 6303559680 Attempting login for username: 
DEBUG 2024-06-09 14:06:09,365 views 27772 6303559680 Error logging in
DEBUG 2024-06-09 14:07:13,306 views 27772 6303559680 Attempting login for username: admin
DEBUG 2024-06-09 14:07:13,579 views 27772 6303559680 admin logged in
DEBUG 2024-06-09 14:08:02,617 views 27871 6199160832 Attempting login for username: admin
DEBUG 2024-06-09 14:08:02,893 views 27871 6199160832 Error logging in
DEBUG 2024-06-09 14:08:08,378 views 27871 6199160832 Attempting login for username: admin
DEBUG 2024-06-09 14:08:08,657 views 27871 6199160832 admin logged in
DEBUG 2024-06-09 14:21:03,512 views 27871 6249639936 Attempting login for username: carmela1
DEBUG 2024-06-09 14:21:03,521 views 27871 6249639936 Error logging in
DEBUG 2024-06-09 14:21:47,032 views 27871 6249639936 Attempting login for username: admin
DEBUG 2024-06-09 14:21:47,307 views 27871 6249639936 admin logged in
DEBUG 2024-06-09 15:37:17,226 views 28412 6251851776 Attempting login for username: admin
DEBUG 2024-06-09 15:37:17,496 views 28412 6251851776 admin logged in
DEBUG 2024-06-10 17:35:07,199 views_data 34583 6192951296 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-10 17:35:09,592 views_data 34583 6192951296 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-10 17:35:11,926 views_data 34583 6192951296 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-10 17:41:07,002 views_data 34610 6136082432 Expense not added: Cannot resolve keyword 'user_id' into field. Choices are: CreditCard, address, auth_token, birth_date, created_at, date_joined, debts, email, expenses, family, family_id, first_name, gender, groups, id, is_active, is_staff, is_superuser, last_login, last_name, life_status, logentry, password, phone_number, profession, revenue, savings, updated_at, user_permissions, username
DEBUG 2024-06-10 17:43:32,905 views_data 34642 6124974080 Expense not added: No CreditCard matches the given query.
DEBUG 2024-06-10 17:45:22,508 views_data 34673 6157053952 Expense not added: 'QuerySet' object has no attribute 'family'
DEBUG 2024-06-10 17:46:27,390 views_data 34685 6135967744 Expense not added: 'QuerySet' object has no attribute 'family'
DEBUG 2024-06-10 17:46:39,494 views_data 34701 6155841536 Expense not added: 'QuerySet' object has no attribute 'family'
DEBUG 2024-06-10 17:48:15,509 views_data 34710 6155382784 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-10 17:52:41,275 views_data 34845 6129594368 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-10 17:53:38,060 views_data 34853 6191755264 Expense not added: Cannot assign "UUID('d968d621-2fa6-4131-95e6-ac3120bfa067')": "Expenses.family_id" must be a "Family" instance.
DEBUG 2024-06-10 17:53:56,531 views_data 34869 6198390784 Expense not added: Cannot assign "'d968d621-2fa6-4131-95e6-ac3120bfa067'": "Expenses.family_id" must be a "Family" instance.
DEBUG 2024-06-10 17:54:20,575 views_data 34876 6201454592 Expense not added: 'module' object is not callable
DEBUG 2024-06-10 17:54:39,353 views_data 34888 6169276416 Expense not added: Cannot assign "'d968d621-2fa6-4131-95e6-ac3120bfa067'": "Expenses.family_id" must be a "Family" instance.
DEBUG 2024-06-10 17:54:39,373 views_data 34888 6186102784 Expense not added: Cannot assign "'d968d621-2fa6-4131-95e6-ac3120bfa067'": "Expenses.family_id" must be a "Family" instance.
DEBUG 2024-06-10 17:54:53,998 views_data 34900 6135001088 Expense not added: Cannot assign "'no card'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-10 17:55:24,198 views_data 34922 6137229312 Expense not added: Expenses() got unexpected keyword arguments: 'user'
DEBUG 2024-06-10 17:55:37,923 views_data 34928 6160592896 Expense not added: Expenses() got unexpected keyword arguments: 'user'
DEBUG 2024-06-10 17:57:01,907 views_data 34938 6158921728 Expense not added: Cannot assign "1": "Expenses.user_id" must be a "CustomUser" instance.
DEBUG 2024-06-10 17:57:29,988 views_data 34961 6156529664 Expense not added: ['“no card” is not a valid UUID.']
DEBUG 2024-06-10 17:57:56,808 views_data 34979 6156185600 Expense not added: Cannot assign "'no card'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-10 17:58:30,970 views_data 34988 6202241024 Expense not added: Cannot assign "'no card'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-10 17:58:33,563 views_data 34988 6202241024 Expense not added: Cannot assign "'no card'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-10 19:19:43,205 views_data 36606 6135427072 Credit card added
DEBUG 2024-06-10 19:56:33,450 views 37643 6165524480 Attempting login for username: admin
DEBUG 2024-06-10 19:56:33,727 views 37643 6165524480 admin logged in
DEBUG 2024-06-10 23:33:03,323 views_data 39842 6126120960 Income not added: Field 'amount' expected a number but got ''.
DEBUG 2024-06-10 23:45:48,802 views_data 39842 6126120960 Credit card not added: Field 'line_of_credit' expected a number but got ''.
DEBUG 2024-06-10 23:47:29,507 views_data 40295 6168522752 Income added
DEBUG 2024-06-11 10:58:13,519 views_data 43630 6127071232 Debt added
DEBUG 2024-06-11 11:35:34,522 views_data 44988 6158053376 expense not added: Cannot assign "'no card'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-11 11:36:51,155 views_data 45033 6122729472 expense not added: Cannot assign "'no_card'": "Expenses.credit_card" must be a "CreditCard" instance.
DEBUG 2024-06-11 11:37:36,967 views_data 45059 6191607808 expense not added: ['“no_card” is not a valid UUID.']
DEBUG 2024-06-11 11:39:05,924 views_data 45087 6131462144 expense added
